Picture_Number;Name_of_the_Artist;Date;Title;Epoch_Style;Category_Name;Width_original;Height_original;Width_unified;Height_unified;Position_Horizontal_Vertical;Subset_Rated_by_Everyone;All_Liking_M;All_Liking_SD;All_Valence_M;All_Valence_SD;All_Arousal_M;All_Arousal_SD;All_Visual_Complexity_M;All_Visual_Complexity_SD;All_Familiarity_M;All_Familiarity_SD;Female_Liking_M;Female_Liking_SD;Female_Valence_M;Female_Valence_SD;Female_Arousal_M;Female_Arousal_SD;Female_Visual_Complexity_M;Female_Visual_Complexity_SD;Female_Familiarity_M;Female_Familiarity_SD;Male_Liking_M;Male_Liking_SD;Male_Valence_M;Male_Valence_SD;Male_Arousal_M;Male_Arousal_SD;Male_Visual_Complexity_M;Male_Visual_Complexity_SD;Male_Familiarity_M;Male_Familiarity_SD;Source
40811;Braque, Georges;1929;The Round Table;Cubistic tendencies;Still life;1250;1600;938;1200;v;0;3,2;1,2814;3,45;0,7592;4,35;1,2258;4,35;1,631;1,65;1,3485;3,545;1,2933;3,545;0,8202;4,545;1,0357;5;1,414;1,545;1,2136;2,778;1,2019;3,333;0,7071;4,111;1,453;3,56;1,59;1,778;1,5635;http://library.artstor.org
40812;Gris, Juan;1911;Jar, Bottle and Glass;Cubistic tendencies;Still life;1329;1600;997;1200;v;0;3,15;1,5985;3,6;0,9403;3,75;1,5517;3,7;1,174;1,6;1,0954;3,111;1,965;3,556;1,0138;3,333;1,2247;3,78;1,481;1,444;1,0138;3,182;1,328;3,636;0,9244;4,091;1,7581;3,64;0,924;1,727;1,1909;http://library.artstor.org
40813;Gris, Juan;1913;Still Life with a Guitar;Cubistic tendencies;Still life;2469;1600;1852;1200;h;0;4,1;1,7741;4,7;0,9234;4,2;1,3611;4,2;1,542;2,05;1,7911;4;1,8257;4,6;0,8433;4,2;1,2293;4,7;1,494;2,4;1,9551;4,2;1,8135;4,8;1,0328;4,2;1,5492;3,7;1,494;1,7;1,6364;http://library.artstor.org
40814;Gris, Juan;1914;Guitar and Glasses;Cubistic tendencies;Still life;1127;1600;845;1200;v;0;4,6;1,7889;3,95;0,9445;3,65;1,1821;4,75;1,293;1,4;0,7539;4,5;1,9003;4,2;1,0328;3,8;1,1353;5,2;0,919;1,5;0,8498;4,7;1,767;3,7;0,8233;3,5;1,2693;4,3;1,494;1,3;0,6749;http://library.artstor.org
40815;Gris, Juan;1914;Tea Cups;Cubistic tendencies;Still life;2285;1600;1714;1200;h;0;4,15;1,6944;4,2;0,8335;3,75;1,3328;4,75;1,209;1,55;0,9445;4,5;2,1213;4,5;0,8498;4,1;1,1005;4,7;1,337;1,8;1,2293;3,8;1,1353;3,9;0,7379;3,4;1,5055;4,8;1,135;1,3;0,483;http://library.artstor.org
41001;Barraud, Aimé;unknown;Still Life with Citrons;Realistic tendencies II. (20th-21st century);Still life;2158;1600;1618;1200;h;0;3,3;1,5594;3,9;1,0712;3,2;1,6092;3,15;1,424;1,6;1,1425;3,5;1,9579;4,1;1,3703;3,5;1,8409;3,3;1,567;2;1,4142;3,1;1,1005;3,7;0,6749;2,9;1,3703;3;1,333;1,2;0,6325;http://www.fansshare.com/community/uploads93/13224/aime_barraud_nature_morte_aux_citrons/
41002;Barraud, Aimé;1933;Still Life with Flowers;Realistic tendencies II. (20th-21st century);Still life;1593;1600;1195;1200;v;0;3,5;1,3572;4,3;1,0311;3,4;1,1877;3,1;1,071;1,15;0,4894;3,3;1,4944;4,5;0,8498;3,5;1,2693;3;1,054;1,3;0,6749;3,7;1,2517;4,1;1,1972;3,3;1,1595;3,2;1,135;1;0;http://www.small-pm.ru/catalog/natjurmorti-i-intereri/natjurmort-iz-cvetov.html?mode=large&o=short_desc&oa=&p=123#nom_img
41003;Barraud, Aimé;1939;Still Life with Grapes and Book;Realistic tendencies II. (20th-21st century);Still life;1953;1600;1465;1200;h;0;4,2;1,5761;4,45;0,6048;2,95;1,191;2,9;1,21;1,6;1,0954;4,7;1,7029;4,5;0,527;3,2;1,5492;3,3;1,059;1,6;0,9661;3,7;1,3375;4,4;0,6992;2,7;0,6749;2,5;1,269;1,6;1,2649;http://www.sothebys.com/de/auctions/2012/schweizer-kunst-swiss-art-zh1203.html#&page=1&filter=artists/Barraud,%20Aim%C3%A9&sort=lotNum-asc&viewMode=list
41004;Barraud, François;1931;Tulips perroquets;Realistic tendencies II. (20th-21st century);Still life;1652;1600;1239;1200;h;0;3,5;1,7321;3,25;1,0195;2,95;1,3945;3,25;1,118;1,65;1,3485;3,667;1,7321;2,889;1,0541;2,667;1,2247;3,44;1,014;1,444;1,0138;3,364;1,804;3,545;0,9342;3,182;1,5374;3,09;1,221;1,818;1,6011;http://commons.wikimedia.org/wiki/File:Fran%C3%A7ois_Barraud_-_Tulips_perroquets,_1931.jpg
41005;Kanoldt, Alexander;1926;Still Life I;Realistic tendencies II. (20th-21st century);Still life;1314;1600;986;1200;v;0;3,45;1,3169;4;0,7947;2,75;1,1642;3,05;1,191;1,4;1,0463;4,1;1,3703;4,3;0,8233;3,1;1,1972;3,1;1,197;1,8;1,3984;2,8;0,9189;3,7;0,6749;2,4;1,075;3;1,247;1;0;http://library.artstor.org
41006;Kanoldt, Alexander;1926;Still Life with Guitar;Realistic tendencies II. (20th-21st century);Still life;1862;1600;1396;1200;h;1;3,608;1,4278;4,2;0,9579;2,783;1,1315;2,69;1,044;1,55;1,0989;3,633;1,4725;4,517;0,8535;2,917;1,1393;2,67;1,1;1,733;1,2194;3,583;1,3936;3,883;0,9583;2,65;1,1173;2,72;0,993;1,367;0,9382;http://www.altertuemliches.at/files/alexander_kanoldt_52089-1.jpg
41007;Vallotton, Félix;1925;Apples, Jug, Glass of Water and tin Pan;Realistic tendencies II. (20th-21st century);Still life;1931;1600;1448;1200;h;0;3,8;1,4726;4,15;0,5871;2,85;1,1367;3,25;1,293;1,95;1,3563;3,818;1,4013;4;0,6325;3,091;1,221;3,27;1,489;2,455;1,5725;3,778;1,6415;4,333;0,5;2,556;1,0138;3,22;1,093;1,333;0,7071;http://www.sothebys.com/content/dam/stb/lots/ZH1/ZH1006/ZH1006-23-lr-1.jpg
41008;Vallotton, Félix;1925;Fisch and Lemon;Realistic tendencies II. (20th-21st century);Still life;1909;1600;1432;1200;h;0;3,15;1,04;3,55;1,099;3,5;1,3179;3,4;0,821;1,65;1,268;3,091;1,1362;3,273;0,6467;3,818;1,328;3,36;0,674;2,091;1,5783;3,222;0,9718;3,889;1,453;3,111;1,2693;3,44;1,014;1,111;0,3333;http://library.artstor.org
41009;Vallotton, Félix;1924;Moroccan Jug and Pears;Realistic tendencies II. (20th-21st century);Still life;1355;1600;1016;1200;v;0;4,1;1,3338;4,45;0,887;3;1,1239;3,75;1,41;1,5;1,1002;3,7;1,1595;4,1;0,8756;2,7;0,9487;3,6;1,174;1,8;1,4757;4,5;1,4337;4,8;0,7888;3,3;1,2517;3,9;1,663;1,2;0,4216;http://ipnagogicosentire.wordpress.com/2013/09/02/felix-vallotton/moroccan-jug-and-pears-felix-vallotton-1924/
41101;Chirico de, Giorgio;1917;Great Metaphysical Interior;Surrealistic tendencies;Still life;1163;1600;866;1200;v;0;3,6;1,4654;4,05;0,887;3,8;1,2814;4,05;1,191;1,15;0,4894;3,3;1,3375;4,2;0,6325;3,8;1,2293;4,1;1,197;1,1;0,3162;3,9;1,5951;3,9;1,1005;3,8;1,3984;4;1,247;1,2;0,6325;http://library.artstor.org
41102;Chirico de, Giorgio;1925;Metaphysical Interior;Surrealistic tendencies;Still life;1231;1600;920;1200;v;0;4,4;1,5009;4,2;0,8944;4,25;1,5517;5,05;1,276;1,1;0,3078;4,222;1,5635;4;1,2247;4,444;1,5092;5,56;0,882;1,111;0,3333;4,545;1,5076;4,364;0,5045;4,091;1,6404;4,64;1,433;1,091;0,3015;http://library.artstor.org
41103;Magritte, René;1932;The Attack (L'attentat);Surrealistic tendencies;Still life;2275;1600;1706;1200;h;0;3,75;1,5853;3,85;0,8127;4,7;1,2183;4;1,298;1,45;1,2763;3,8;1,7512;3,9;0,9944;4,9;1,1005;4,4;1,35;1,9;1,7288;3,7;1,4944;3,8;0,6325;4,5;1,354;3,6;1,174;1;0;http://library.artstor.org
41104;Magritte, René;1933;The Light of Coincidences;Surrealistic tendencies;Still life;1944;1600;1454;1200;h;1;3,917;1,5909;3,975;0,9655;3,608;1,4684;3,6;1,325;1,525;1,3091;3,967;1,6464;3,8;0,8982;3,5;1,3839;3,68;1,501;1,483;1,1716;3,867;1,5455;4,15;1,0055;3,717;1,5524;3,52;1,127;1,567;1,4423;http://library.artstor.org
41105;Magritte, René;1938;Time Transfixed;Surrealistic tendencies;Still life;1075;1600;806;1200;v;0;4,4;1,5355;4,3;0,8013;3,65;1,3485;3,7;1,455;2;1,9467;4;1,2472;3,9;0,3162;3,2;1,3984;3,5;1,434;1,8;1,6193;4,8;1,7512;4,7;0,9487;4,1;1,1972;3,9;1,524;2,2;2,2998;http://4.bp.blogspot.com/-LCJJ_LiuC0k/TgDRoM47z0I/AAAAAAAAGCs/lIsH6sRxt4M/s1600/Time+Transfixed.jpg
41106;Magritte, René;1952;Personal Values (Les valeurs personnelles);Surrealistic tendencies;Still life;2000;1600;1500;1200;h;0;5,1;1,2937;4,8;0,9515;4,4;1,1425;4,15;1,531;2,6;2,0622;5,091;1,446;4,455;0,6876;4,182;1,328;4,18;1,471;2,545;1,6949;5,111;1,1667;5,222;1,0929;4,667;0,866;4,11;1,691;2,667;2,5495;http://library.artstor.org
41107;Magritte, René;1952;Listening Room (La Chambre d'Écoute);Surrealistic tendencies;Still life;1966;1600;1474;1200;h;0;4,95;1,6376;4,25;1,1642;4,1;1,5526;3,25;1,585;2,05;1,9595;5,2;1,3984;4;1,2472;4,4;1,4298;3,4;2,011;2,7;2,4967;4,7;1,8886;4,5;1,0801;3,8;1,6865;3,1;1,101;1,4;0,9661;http://notesonlooking.com/2012/08/silence-an-exhibition-at-the-menil-collection-curated-by-toby-kamps/
41108;Magritte, René;1929;The Treason of Images (This is not a Pipe);Surrealistic tendencies;Still life;2152;1600;1614;1200;h;0;4,9;1,619;4,9;0,9679;3,65;1,3485;1,8;1,105;5,45;2,2589;5,091;1,7003;5;1,1832;3,727;1,3484;2,18;1,328;5,818;1,9909;4,667;1,5811;4,778;0,6667;3,556;1,424;1,33;0,5;5;2,5981; 
41109;O'Keeffe, Georgia;1943;Head with Broken Pot;Surrealistic tendencies;Still life;1891;1600;1418;1200;h;0;3,1;1,6512;2,65;1,1367;4;1,214;2,9;1,119;1,2;0,5231;2,3;1,2517;2;0,9428;4,3;0,9487;2,9;1,287;1,3;0,6749;3,9;1,6633;3,3;0,9487;3,7;1,4181;2,9;0,994;1,1;0,3162;http://library.artstor.org
41110;Ernst, Max;1922;Ödipus Rex;Surrealistic tendencies;Still life;2560;2332;1317;1200;h;0;4,1;1,5861;3,25;1,3328;4,65;1,4609;4,5;1,357;1,45;0,887;3,889;1,965;2,556;1,1304;4,667;1,2247;4,89;1,269;1,333;0,7071;4,273;1,2721;3,818;1,2505;4,636;1,6895;4,18;1,401;1,545;1,0357;http://unidam.univie.ac.at
41010;Birkhauser, Peter;1957;Beer glass with red glove;Realistic tendencies II. (20th-21st century);Still life;1158;1600;868;1200;v;0;4,55;1,7614;4,65;1,0894;4,3;1,2607;2,6;0,995;1;0;4,636;1,6895;4,545;1,3685;4,364;1,206;2,45;0,934;1;0;4,444;1,9437;4,778;0,6667;4,222;1,3944;2,78;1,093;1;0;http://www.prweb.com/releases/2011/10/prweb8841005.htm
41011;Lichtenstein, Roy;1961;Cup of Coffee;Realistic tendencies II. (20th-21st century);Still life;1287;1600;966;1200;v;1;4,167;1,6415;4,592;1,0807;3,417;1,4528;1,98;0,874;1,3;0,7843;4,117;1,6682;4,533;0,9994;3,55;1,4312;2,03;0,92;1,333;0,7516;4,217;1,627;4,65;1,1619;3,283;1,474;1,92;0,829;1,267;0,8206;http://library.artstor.org
41012;Lichtenstein, Roy;1961;Turkey;Realistic tendencies II. (20th-21st century);Still life;1815;1600;1361;1200;h;0;3;1,777;3,75;1,2927;3,8;0,9515;1,7;1,031;3;2,2711;2,667;1,6583;3,556;1,236;4,111;0,7817;1,89;1,269;3,556;2,3511;3,273;1,9022;3,909;1,3751;3,545;1,0357;1,55;0,82;2,545;2,2074;http://library.artstor.org
41013;Thiebaud, Wayne;1961;Drink Syrups;Realistic tendencies II. (20th-21st century);Still life;2393;1600;1795;1200;h;0;3,25;1,8317;4,55;0,9445;3,8;1,105;2,55;1,099;1,35;0,8127;3,1;1,8529;4,4;0,8433;3,3;0,8233;2,3;0,949;1,6;1,075;3,4;1,8974;4,7;1,0593;4,3;1,1595;2,8;1,229;1,1;0,3162;http://library.artstor.org
41014;Thiebaud, Wayne;1962;Jackpot Machine;Realistic tendencies II. (20th-21st century);Still life;1130;1600;848;1200;v;0;3,25;1,713;3,9;0,8522;4,15;1,4244;2,3;0,923;1,25;0,7164;3,5;1,9003;3,9;0,8756;4,2;1,0328;2,4;1,265;1,4;0,9661;3;1,5635;3,9;0,8756;4,1;1,792;2,2;0,422;1,1;0,3162;http://library.artstor.org
41015;Warhol, Andy;1969;Untitled;Realistic tendencies II. (20th-21st century);Still life;1055;1600;791;1200;v;0;3,2;2,0926;4,5;0,9459;3,75;1,7434;2,05;0,887;4,2;2,8023;3,3;1,9465;4,6;0,9661;3,8;1,8738;2,5;0,85;5,4;2,319;3,1;2,331;4,4;0,9661;3,7;1,7029;1,6;0,699;3;2,8284;http://library.artstor.org
41016;Warhol, Andy;1976;Skull, Synthetic polymer paint and silkscreen ink on canvas;Realistic tendencies II. (20th-21st century);Still life;2008;1600;1508;1200;h;0;4,4;1,5009;3,1;1,1192;4,55;1,099;3,7;1,218;1,45;1,1459;4,182;1,4709;3,273;1,3484;4,364;1,1201;4;1,414;1,636;1,4334;4,667;1,5811;2,889;0,7817;4,778;1,0929;3,33;0,866;1,222;0,6667;http://library.artstor.org
41017;Wesselmann, Tom;1967;Mouth Nr. 11;Realistic tendencies II. (20th-21st century);Still life;2299;1600;1724;1200;h;0;3,9;1,861;4;1,2566;4,2;1,5761;1,65;1,04;1,1;0,3078;4,1;1,9692;3,8;1,3984;4,1;1,5239;1,6;1,265;1,1;0,3162;3,7;1,8288;4,2;1,1353;4,3;1,7029;1,7;0,823;1,1;0,3162;http://library.artstor.org
41018;Bernardi, Roberto;2009;Abwasch (Lavabo);Realistic tendencies II. (20th-21st century);Still life;1965;1600;1474;1200;h;0;4,3;1,9494;4,2;1,3611;4,65;1,5313;5,1;1,804;1,2;0,6959;4,455;1,9164;4,091;1,446;4,182;1,5374;4,82;1,722;1,364;0,9244;4,111;2,0883;4,333;1,3229;5,222;1,3944;5,44;1,944;1;0;http://www.bernarduccimeisel.com/imagesdb/bernardi_lavabo.jpg
41019;Dascanio, Emanuele;2012;What will become of us;Realistic tendencies II. (20th-21st century);Still life;2600;1423;1920;1200;h;0;4,95;1,3169;4,65;0,8751;3,35;1,387;3,85;1,814;1,4;0,9947;5,5;1,0801;4,5;0,7071;3;1,3333;3,2;1,619;1,5;1,0801;4,4;1,3499;4,8;1,0328;3,7;1,4181;4,5;1,841;1,3;0,9487;https://www.flickr.com/photos/dascanio_emanuele/
41020;Cienfuegos Rivera, Manuel Francisco;unknown;Bodegones Pintados al Oleo/ Al Oleo Cuadros Con Frutas;Realistic tendencies II. (20th-21st century);Still life;1199;1600;899;1200;v;0;4,7;1,9222;4,85;1,0894;3,9;1,8035;4,6;1,818;1,15;0,4894;5,2;2,1499;5,3;1,0593;4,4;1,7764;4,5;1,509;1;0;4,2;1,6193;4,4;0,9661;3,4;1,7764;4,7;2,163;1,3;0,6749;http://www.zorrolist.com/sites/default/files/2014/3/14/business_portal/11310/slideshow/159235.jpeg
41021;Keng Lye;unknown;Goldfish in a quadratic Dish;Realistic tendencies II. (20th-21st century);Still life;1600;1600;1200;1200;V/H;0;4,9;1,944;4,2;1,4726;3,85;1,7252;4,5;1,85;1,15;0,6708;4,9;2,2336;4,1;1,4491;3,2;1,8135;3,4;1,578;1;0;4,9;1,7288;4,3;1,567;4,5;1,4337;5,6;1,43;1,3;0,9487;http://tiaurus.info/25543/zhivaya-vostochnaya-eda-keng-lye-30
41022;Johnston, Miles;unknown;Still life with broken skull and phone;Realistic tendencies II. (20th-21st century);Still life;2037;1600;1528;1200;h;0;3,85;2,1831;3,4;1,3534;3,6;1,4654;3,6;1,429;1,45;1,191;3,091;2,0226;3,455;1,4397;3,636;1,4334;3,55;1,368;1,818;1,5374;4,778;2,1082;3,333;1,3229;3,556;1,5899;3,67;1,581;1;0;http://miles-johnston.tumblr.com/image/70280517451
41023;Sparnaay, Tjalf;2012;Still Life with Cheeseburger;Realistic tendencies II. (20th-21st century);Still life;2229;1600;1672;1200;h;1;3,992;1,8942;4,15;1,7182;5,017;1,3283;3,74;1,732;1,533;1,4432;3,8;2,0236;4,033;1,8316;4,9;1,2171;3,35;1,645;1,483;1,2688;4,183;1,7514;4,267;1,6037;5,133;1,4317;4,13;1,741;1,583;1,6082;http://kbia.org/post/still-life-cheeseburger-art-looks-good-enough-eat
41024;Richter, Gerhard;1983;Skull with Candle;Realistic tendencies II. (20th-21st century);Still life;5780;3805;1899;1200;h;0;4,1;1,2937;2,65;0,9881;3,25;1,4096;2,85;1,089;2,2;1,9894;4;1,4142;2,5;1,1785;3,2;1,5492;3,1;1,287;2,6;2,0656;4,2;1,2293;2,8;0,7888;3,3;1,3375;2,6;0,843;1,8;1,9322;http://www.nmn.de/files/Ausstellungen/2014/Richter/04-schaedel%20mit%20kerze.jpg
41025;Richter, Gerhard;1956;Klorolle;Realistic tendencies II. (20th-21st century);Still life;1831;2560;858;1200;v;0;4,35;2,1343;4,1;1,1653;2,7;1,5252;2,7;1,525;1,1;0,4472;4,222;2,1667;3,556;1,1304;2,222;1,0929;2,56;1,667;1;0;4,455;2,2074;4,545;1,0357;3,091;1,7581;2,82;1,471;1,182;0,603;http://unidam.univie.ac.at
41026;Richter, Gerhard;1965;Küchenstuhl;Realistic tendencies II. (20th-21st century);Still life;2019;2560;946;1200;v;0;4,1;1,8035;3,35;1,1821;3,05;1,4681;2,4;1,353;1,25;0,7864;3,778;1,6415;3;1;2,889;1,453;2,11;1,269;1,333;1;4,364;1,9633;3,636;1,2863;3,182;1,5374;2,64;1,433;1,182;0,603;http://unidam.univie.ac.at
50701;Kandinsky, Wassily;1913;Small Pleasures;Expressionistic tendencies;Toward Abstract;1745;1600;1309;1200;h;0;3,2;1,9084;4,15;1,0894;4,4;1,5694;4,35;1,565;1,7;1,689;2,778;1,5635;4,333;1;4,333;1;4,44;1,509;1,222;0,441;3,545;2,1616;4;1,1832;4,455;1,9679;4,27;1,679;2,091;2,2115;http://library.artstor.org
50702;Kandinsky, Wassily;Unknown;Untitled;Expressionistic tendencies;Toward Abstract;2213;1600;1660;1200;h;0;4,1;1,5861;4,85;0,9333;4,45;1,572;3,5;1,504;1,95;1,2763;4,2;1,4757;4,8;0,9189;4,3;1,7029;3,7;1,252;2,2;1,3984;4;1,7638;4,9;0,9944;4,6;1,5055;3,3;1,767;1,7;1,1595;http://library.artstor.org
50703;Klee, Paul;1919;Rising Sun;Expressionistic tendencies;Toward Abstract;2111;1600;1583;1200;h;0;3,75;1,5174;4,35;0,8127;4,95;1,0501;4,3;1,525;1,65;1,1367;3,818;1,4709;4,364;0,6742;4,727;1,009;4,18;1,328;2,091;1,3751;3,667;1,6583;4,333;1;5,222;1,0929;4,44;1,81;1,111;0,3333;http://library.artstor.org
50704;Macke, August;1912;Coloured Composition (Hommage ? Johann Sebastin Bach);Expressionistic tendencies;Toward Abstract;1277;1600;958;1200;v;0;4,25;1,713;4,15;1,1821;5,05;1,2763;4,95;1,191;1,4;0,8208;4,7;1,8886;4,5;1,1785;5,4;0,6992;5,1;0,876;1,6;1,075;3,8;1,4757;3,8;1,1353;4,7;1,6364;4,8;1,476;1,2;0,4216;http://www.wikiart.org/en/august-macke/colored-composition-hommage-to-johann-sebastian-bachh
50705;Morgner, Wilhelm;1912;Astral Komposition;Expressionistic tendencies;Toward Abstract;1189;1600;892;1200;v;1;3,783;1,5887;4,5;1,1302;4,575;1,2479;4,23;1,375;1,475;0,9955;3,833;1,758;4,533;1,308;4,883;1,1061;4,57;1,294;1,65;1,1472;3,733;1,4126;4,467;0,9291;4,267;1,3131;3,88;1,379;1,3;0,7876;http://library.artstor.org
50706;Marc, Franz;1914;Fighting Forms;Expressionistic tendencies;Toward Abstract;2299;1600;1727;1200;h;0;3,75;1,6819;3,85;1,3485;4,95;1,5381;4,25;1,293;1,9;1,861;3,5;1,9003;3,4;1,4298;4,9;1,912;4,1;1,287;2,1;1,912;4;1,4907;4,3;1,1595;5;1,1547;4,4;1,35;1,7;1,8886; 
50707;Münter, Gabriele;1915;Abstrakte Studie;Expressionistic tendencies;Toward Abstract;1279;1600;955;1200;v;0;3,65;1,9808;4,1;1,2096;4,3;1,0311;4,2;1,542;1,65;1,4609;3,4;2,4129;4;1,4142;4,4;1,1738;4,1;1,595;1,9;1,6633;3,9;1,5239;4,2;1,0328;4,2;0,9189;4,3;1,567;1,4;1,2649;http://unidam.univie.ac.at
50708;Kandinsky, Wassily;1913;Sketch I for Painting with White Border, Moscow;Expressionistic tendencies;Toward Abstract;3055;3950;929;1200;v;0;3,1;1,5526;3,7;0,5712;4,15;1,1821;4,6;1,046;2;1,7168;2,5;0,9718;3,7;0,483;4,2;1,1353;4,9;0,738;2,5;2,0138;3,7;1,8288;3,7;0,6749;4,1;1,2867;4,3;1,252;1,5;1,2693;http://library.artstor.org
50801;Blanchard, María;1916;Composición cubista;Cubistic tendencies;Toward Abstract;1187;1600;890;1200;v;0;3,3;1,5927;4;0,7947;4,05;1,4318;3,95;1,276;1,15;0,6708;3,6;1,8974;4,1;0,8756;4,6;1,1738;3,9;1,449;1,3;0,9487;3;1,2472;3,9;0,7379;3,5;1,5092;4;1,155;1;0;http://virtual.fundacionbotin.org/visita_blanchard/page.php?lang=en
50802;Valmier, Georges;1928;The Tulips;Cubistic tendencies;Toward Abstract;1113;1600;835;1200;v;0;3,4;1,9304;4,05;1,2763;3,95;1,5381;3,5;1,638;2;1,5894;3,4;1,9551;3,8;0,9189;4,4;0,8433;4,1;1,197;2,2;1,6193;3,4;2,0111;4,3;1,567;3,5;1,9579;2,9;1,853;1,8;1,6193;http://commons.wikimedia.org/wiki/File:Georges_Valmier,_1928,_Les_Tulipes_%28The_Tulips%29,_oil_on_canvas,_92_x_65_cm,_private_collection.jpg
50803;Gleizes, Albert;1917;On Brooklyn Bridge;Cubistic tendencies;Toward Abstract;1265;1600;949;1200;v;0;3,95;1,8771;3,75;1,0195;4,1;1,0712;4,1;1,518;2,2;2,2148;4,1;2,079;3,8;1,0328;4,2;1,3984;4,3;1,337;2,8;2,4404;3,8;1,7512;3,7;1,0593;4;0,6667;3,9;1,729;1,6;1,8974;http://library.artstor.org
50804;Gleizes, Albert;1916;On a Sailboat;Cubistic tendencies;Toward Abstract;1240;1600;930;1200;v;1;3,567;1,5542;4,117;0,9803;3,95;1,483;4,33;1,416;1,692;1,4011;3,533;1,672;4,117;1,0266;3,983;1,4786;4,5;1,42;1,95;1,6917;3,6;1,4403;4,117;0,9405;3,917;1,4991;4,17;1,404;1,433;0,9806;http://www.wikipaintings.org/en/albert-gleizes/on-a-sailboat
50805;Leger, Fernand;1921;Mechanical Element;Cubistic tendencies;Toward Abstract;2107;1600;1580;1200;h;0;3,05;1,6051;3,55;0,6863;3,55;1,2763;3,85;1,387;2,15;2,0072;3,5;1,9579;3,4;0,8433;4,3;1,0593;4,7;1,059;3;2,4495;2,6;1,075;3,7;0,483;2,8;1,0328;3;1,155;1,3;0,9487;http://library.artstor.org
50806;Malewitsch, Kasimir;1913;Bureau and Room;Cubistic tendencies;Toward Abstract;1594;1600;1196;1200;v;0;3,55;1,4681;3,75;1,0195;4,2;1,0563;5,05;1,191;2,6;2,1126;3,182;1,6011;3,818;0,9816;4,273;1,009;5,45;1,036;2,545;1,6949;4;1,2247;3,667;1,118;4,111;1,1667;4,56;1,236;2,667;2,6458;http://www.hugbear.net/bearworks/art/85l.jpg
50807;Picabia, Francis;1914;Comic Wedlock;Cubistic tendencies;Toward Abstract;1619;1600;1212;1200;h;0;3,55;1,6376;4,25;1,0195;4,5;1,2773;4,45;1,504;1,65;1,3089;3,444;2,0069;4,333;1,118;4,667;0,7071;4,33;1,581;1,667;1;3,636;1,3618;4,182;0,9816;4,364;1,6293;4,55;1,508;1,636;1,5667;http://library.artstor.org
50808;Picabia, Francis;1914;This Has to Do with Me;Cubistic tendencies;Toward Abstract;1621;1600;1218;1200;h;0;3,55;1,7313;3,65;1,268;4,3;1,3018;3,7;1,49;1,5;1;3,9;1,9692;3,7;1,4944;4,3;1,4181;3,9;1,37;1,3;0,6749;3,2;1,4757;3,6;1,075;4,3;1,2517;3,5;1,65;1,7;1,2517;http://library.artstor.org
50809;Mondrian, Piet;1912;Apfelbaum;Cubistic tendencies;Toward Abstract;2077;1600;1556;1200;h;0;3,25;1,5853;3,5;0,8272;3,15;1,3089;3,3;1,129;1,4;0,8208;3,2;1,8738;3,5;0,8498;3,2;1,3166;3,2;1,135;1,5;0,9718;3,3;1,3375;3,5;0,8498;3,1;1,3703;3,4;1,174;1,3;0,6749; 
50810;Duchamp, Marcel;dec.11;Nude (Study), Sad Young Man on a Train;Cubistic tendencies;Toward Abstract;1122;1600;841;1200;v;0;3,5;1,3955;3,55;1,099;4,2;1,4726;4,4;1,231;1,2;0,6959;3;1,4832;3,545;1,0357;4,364;1,0269;4,45;1,293;1,091;0,3015;4,111;1,0541;3,556;1,236;4;1,9365;4,33;1,225;1,333;1;http://library.artstor.org
50811;Duchamp, Marcel;1912;The Passage from Virgin to Bride;Cubistic tendencies;Toward Abstract;3619;4000;1075;1200;v;0;3,85;1,4965;4,1;0,9679;3,9;1,1653;4,2;1,361;2,05;1,7911;3,6;1,5055;3,7;0,6749;3,7;1,1595;4,5;1,269;2,9;2,1833;4,1;1,5239;4,5;1,0801;4,1;1,1972;3,9;1,449;1,2;0,6325;http://library.artstor.org
50812;Bruce, Patrick Henry;1916;Composition V;Cubistic tendencies;Toward Abstract;2001;1600;1501;1200;h;0;3,2;1,7351;3,9;0,9119;4;1,0761;3,85;1,663;1,9;1,5526;2,5;1,5092;3,5;0,527;4,1;0,8756;4,1;1,792;2,2;1,9889;3,9;1,7288;4,3;1,0593;3,9;1,2867;3,6;1,578;1,6;0,9661;http://library.artstor.org
50813;Delaunay, Robert;1912;Simultanous Windows;Cubistic tendencies;Toward Abstract;1340;1600;1005;1200;v;0;4,15;1,6631;4,7;0,8013;3,3;1,5927;3,75;1,618;1,85;1,6631;4,667;1,118;5,222;0,441;2,778;1,3944;3,67;1,732;1,444;1,0138;3,727;1,954;4,273;0,7862;3,727;1,6787;3,82;1,601;2,182;2,0405;http://library.artstor.org
50814;Delaunay, Robert;1912-13;Une fen?tre;Cubistic tendencies;Toward Abstract;1295;1600;967;1200;v;0;3,8;1,7351;4,55;1,099;3,55;1,4318;3,25;1,293;1,85;1,3089;4,2;1,9889;5;0,8165;3,8;1,5492;3,3;1,337;2,4;1,5776;3,4;1,4298;4,1;1,1972;3,3;1,3375;3,2;1,317;1,3;0,6749;http://www.devoir-de-philosophie.com/dissertation-fenetre-delaunay-174573.html
